lYTTlvkSXS,Dario,Mullins,Dario.Mullins@gmail.com,+56944154300,1234,1209793825464799,12/24,476,3,YHQPSD,Subaru XV Crosstrek,yellow,3,3.400000
EwpNFWsEHY,Renee,Mccoy,Renee.Mccoy@gmail.com,+56991269398,1234,7559710599493496,12/24,450,3,PVCKDY,Nissan Leaf,purple,4,2.600000
MVGWAHmomm,Paisley,Harrison,Paisley.Harrison@gmail.com,+56986680060,1234,6627792746611674,12/24,662,2,NGANPM,BMW X5,orange,4,2.000000
iPaTwEEktF,Donovan,Vaughn,Donovan.Vaughn@gmail.com,+56934876391,1234,3811402141498216,12/24,461,3,OGXCMP,Ford Mustang Mach-E,orange,1,4.700000
ofQWoBcRxh,Karly,Khan,Karly.Khan@gmail.com,+56997053536,1234,6644566502127395,12/24,551,1,GGVBCI,Subaru Legacy,orange,2,4.600000
UUQLlrgdUL,Thaddeus,Downs,Thaddeus.Downs@gmail.com,+56922194946,1234,1244805130282529,12/24,942,2,LCCXNR,Mazda CX-5,black,2,4.500000
vugismbmqV,Jackson,Schmitt,Jackson.Schmitt@gmail.com,+56919260391,1234,5548155843807667,12/24,47,0,NUYHPG,Lexus IS,white,4,3.400000
HKAXwMCtRo,Malik,Rosario,Malik.Rosario@gmail.com,+56912796728,1234,6194193572307381,12/24,204,3,XTGNXE,Toyota Sequoia,purple,2,2.300000
swdKZTHurT,Marina,Ingram,Marina.Ingram@gmail.com,+56976157177,1234,2040390610660432,12/24,495,0,UOSHLI,Jeep Wrangler,white,4,3.300000
ldWpQCvwwB,Grady,Shaw,Grady.Shaw@gmail.com,+56934108803,1234,9176419874992336,12/24,415,2,FGHIDW,Ford Transit,white,2,4.200000
zUtnlZJCdP,Teagan,Frey,Teagan.Frey@gmail.com,+56968933171,1234,4739556984260775,12/24,532,3,GDLHSY,Lexus ES,purple,1,2.900000
MLOsLkcKuK,Donald,Anderson,Donald.Anderson@gmail.com,+56936586423,1234,4996263971280921,12/24,17,1,ZVCWWL,Toyota Sienna,orange,2,2.800000
HcIGOnCair,Anton,Rosales,Anton.Rosales@gmail.com,+569474453,1234,6411650280147340,12/24,510,3,FTLYZA,Chevrolet Corvette,green,2,3.300000
cUoGwIgxtd,Jaylen,Craig,Jaylen.Craig@gmail.com,+56932684841,1234,9351953761752760,12/24,756,3,BVTPEQ,Toyota Avalon,orange,1,4.300000
IoXIpIAYuJ,Braylon,Bradshaw,Braylon.Bradshaw@gmail.com,+56956263642,1234,0627219035164109,12/24,953,3,WFGNRR,Ford Taurus,gray,3,3.200000
YQDgaEdfLl,Madeleine,Sheppard,Madeleine.Sheppard@gmail.com,+56950190580,1234,9413817155987642,12/24,712,1,EGSITP,Honda Ridgeline,blue,4,4.300000
kQuclSgcXg,Alexus,Stanley,Alexus.Stanley@gmail.com,+5698807901,1234,7558395636003036,12/24,799,2,JPFYHB,Chevrolet Traverse,black,2,3.700000
EnfQdsRJRI,Kenny,George,Kenny.George@gmail.com,+5692019617,1234,5032460698542527,12/24,265,1,VGBCEE,Kia Optima,red,4,2.500000
ikfSJNKXBt,Karson,Crane,Karson.Crane@gmail.com,+56978405386,1234,1382199337273782,12/24,328,0,KTYEZI,Honda CR-Z,black,1,3.400000
aPkRLpIeWs,Alyvia,Lam,Alyvia.Lam@gmail.com,+5696989196,1234,9315477936656919,12/24,783,0,FRJIWA,Ford Ranger,white,3,3.700000
sQZuQOIMvg,Karina,Vaughan,Karina.Vaughan@gmail.com,+56978401943,1234,0147819034417691,12/24,856,3,DJQMAE,Chevrolet Malibu,red,4,4.500000
ypBcQNnPQy,Renee,Salas,Renee.Salas@gmail.com,+5699229978,1234,9138577716379127,12/24,616,3,CUQLVM,Ford Expedition,blue,1,4.700000
wwNaEboPCh,Malik,Reid,Malik.Reid@gmail.com,+56949305938,1234,9537518959551253,12/24,404,1,MAGLGV,Jeep Commander,orange,4,4.400000
qQlTLAUdIo,Douglas,Sims,Douglas.Sims@gmail.com,+56928226879,1234,0724608401048801,12/24,846,1,OWNHHT,Toyota RAV4,green,3,3.700000
ywDmMpGRNS,Paige,Wang,Paige.Wang@gmail.com,+56966528965,1234,1407685937094947,12/24,19,3,FGJOCT,Jeep Grand Cherokee,orange,2,2.300000
mZaWAYNlZY,Claire,Butler,Claire.Butler@gmail.com,+56980238642,1234,2830007970397454,12/24,195,2,EVLPDF,Ford Focus,black,4,3.000000
vYbTkcxiHH,Salvatore,Atkinson,Salvatore.Atkinson@gmail.com,+56963063199,1234,0931425284288099,12/24,394,2,RRAYHD,Honda CR-V,black,4,4.900000
DBNMQQRiUL,German,Estes,German.Estes@gmail.com,+56922662407,1234,8627588121164513,12/24,221,0,IDGAWO,Jeep Compass,yellow,2,3.300000
uvxBUohNfM,Elisabeth,Black,Elisabeth.Black@gmail.com,+56984521553,1234,9265373339816622,12/24,976,0,GZKZAF,Ford Escape,blue,1,4.800000
DvylpuhDBW,Amare,Black,Amare.Black@gmail.com,+56993686752,1234,2437083045645667,12/24,345,3,YIASEO,Chevrolet Bolt EV,gray,2,4.800000
ZDlpOJAGWJ,Marilyn,Leach,Marilyn.Leach@gmail.com,+56973262343,1234,0042377234324051,12/24,851,0,ZLJZOI,Honda CR-V,yellow,1,2.400000
ZlldtRUTjM,Diego,Cooley,Diego.Cooley@gmail.com,+56976040741,1234,9021819074105274,12/24,661,1,MCTWIF,Nissan Altima,green,2,2.800000
cttsBodaWh,Celeste,Marshall,Celeste.Marshall@gmail.com,+56952544558,1234,4490660916481877,12/24,66,0,AXEHGJ,Honda Element,green,3,4.800000
tGmwXlIzoZ,Niko,Skinner,Niko.Skinner@gmail.com,+56946945758,1234,4613631578020111,12/24,333,0,GOZHUQ,Toyota Sienna,purple,4,4.100000
EuNCPKyZgl,Chelsea,Stephens,Chelsea.Stephens@gmail.com,+56962140482,1234,8895886246307898,12/24,466,1,MALOEP,Chevrolet Corvette,orange,2,4.100000
ajSzXMzHmz,Hadassah,Jefferson,Hadassah.Jefferson@gmail.com,+56967563952,1234,6318615557684648,12/24,959,3,NAJDLH,Toyota Avalon,green,2,2.400000
HwlEyAnbpq,Paityn,Fischer,Paityn.Fischer@gmail.com,+56974481600,1234,8423298480143352,12/24,316,2,GXIAYA,Mercedes-Benz E-Class,blue,2,4.300000
sOYxAZDnka,Malachi,Mosley,Malachi.Mosley@gmail.com,+56988568866,1234,8655800713013663,12/24,477,0,HRBCFD,Honda CR-Z,yellow,1,4.000000
nLSZGtPkfw,Noel,Velez,Noel.Velez@gmail.com,+5695232435,1234,0143985271370275,12/24,639,3,BJZVBC,Chevrolet Corvette,blue,4,3.200000
IKjQixsgnQ,Kellen,Espinoza,Kellen.Espinoza@gmail.com,+56942792847,1234,0451895692752925,12/24,640,0,GVXUMV,Toyota Highlander,black,2,2.500000
HAjIBUfwhv,Kristopher,Serrano,Kristopher.Serrano@gmail.com,+56922981606,1234,0562225221324190,12/24,484,0,AXYIKD,Jeep Patriot,yellow,2,4.800000
FuMQnjTpSG,Alden,Esparza,Alden.Esparza@gmail.com,+56945282250,1234,9995079086633237,12/24,778,2,JIAPSK,Toyota Camry,black,4,4.000000
gIiAlzFsov,Kendall,Pace,Kendall.Pace@gmail.com,+56925027916,1234,8491887411807884,12/24,156,2,ZQGRXJ,GMC Sierra,yellow,1,2.600000
XtnzMBDVLN,Kristin,Salas,Kristin.Salas@gmail.com,+5693651937,1234,8980022486461552,12/24,852,1,KANNQT,Ford Mustang,blue,4,2.900000
FbdhytNWGl,Lillie,Ellis,Lillie.Ellis@gmail.com,+56931270936,1234,3360455791163389,12/24,905,2,DUORUP,Chevrolet Corvette,yellow,2,3.500000
yrVmarygRD,Ali,Weaver,Ali.Weaver@gmail.com,+56994080208,1234,8601998882434820,12/24,880,2,PWTHZT,Subaru BRZ,purple,4,4.400000
fZbOssuVHU,Hillary,Leon,Hillary.Leon@gmail.com,+56930245020,1234,4299593964391326,12/24,713,1,NSCWKZ,Chevrolet Blazer,gray,2,2.300000
syYLyOnORm,Jackson,Noble,Jackson.Noble@gmail.com,+56955238204,1234,6195909959837086,12/24,313,0,VJOJNS,Jeep Grand Wagoneer,orange,2,3.200000
FlPCtFQJuj,Hector,Stout,Hector.Stout@gmail.com,+56999297119,1234,4163681883434897,12/24,503,0,ZIMUUW,Honda Insight,red,3,3.300000
